,0,Pair,launch_week_stamp,launch_day_stamp,launch_minute
625,MOVRUSDT,MOVR/USDT,1636329600000,1636329600000,2021-11-08 06:00:00
626,CITYBUSD,CITY/BUSD,1636329600000,1636502400000,2021-11-10 08:00:00
627,CITYUSDT,CITY/USDT,1636329600000,1636502400000,2021-11-10 08:00:00
628,ENSBUSD,ENS/BUSD,1636329600000,1636502400000,2021-11-10 07:00:00
629,ENSUSDT,ENS/USDT,1636329600000,1636502400000,2021-11-10 07:00:00
630,ANKRBUSD,ANKR/BUSD,1636329600000,1636675200000,2021-11-12 10:00:00
631,KP3RUSDT,KP3R/USDT,1636329600000,1636675200000,2021-11-12 10:00:00
632,QIUSDT,QI/USDT,1636934400000,1636934400000,2021-11-15 08:00:00
633,QIBUSD,QI/BUSD,1636934400000,1636934400000,2021-11-15 08:00:00
634,PORTOUSDT,PORTO/USDT,1636934400000,1637020800000,2021-11-16 12:00:00
635,POWRUSDT,POWR/USDT,1636934400000,1637107200000,2021-11-17 06:00:00
636,POWRBUSD,POWR/BUSD,1636934400000,1637107200000,2021-11-17 06:00:00
637,VGXUSDT,VGX/USDT,1637539200000,1637539200000,2021-11-22 07:00:00
638,JASMYUSDT,JASMY/USDT,1637539200000,1637539200000,2021-11-22 12:00:00
639,JASMYBUSD,JASMY/BUSD,1637539200000,1637539200000,2021-11-22 12:00:00
640,AMPBUSD,AMP/BUSD,1637539200000,1637625600000,2021-11-23 06:00:00
641,AMPUSDT,AMP/USDT,1637539200000,1637625600000,2021-11-23 06:00:00
642,PLABUSD,PLA/BUSD,1637539200000,1637625600000,2021-11-23 06:00:00
643,PLAUSDT,PLA/USDT,1637539200000,1637625600000,2021-11-23 06:00:00
644,PYRBUSD,PYR/BUSD,1637539200000,1637884800000,2021-11-26 08:00:00
645,PYRUSDT,PYR/USDT,1637539200000,1637884800000,2021-11-26 08:00:00
646,RNDRUSDT,RNDR/USDT,1637539200000,1637971200000,2021-11-27 10:00:00
647,RNDRBUSD,RNDR/BUSD,1637539200000,1637971200000,2021-11-27 10:00:00
648,ALCXBUSD,ALCX/BUSD,1638144000000,1638230400000,2021-11-30 06:00:00
649,ALCXUSDT,ALCX/USDT,1638144000000,1638230400000,2021-11-30 06:00:00
650,SANTOSUSDT,SANTOS/USDT,1638144000000,1638316800000,2021-12-01 11:00:00
651,MCBUSD,MC/BUSD,1638144000000,1638403200000,2021-12-02 08:00:00
652,MCUSDT,MC/USDT,1638144000000,1638403200000,2021-12-02 08:00:00
653,COCOSBUSD,COCOS/BUSD,1638144000000,1638489600000,2021-12-03 09:00:00
654,ANYBUSD,ANY/BUSD,1638144000000,1638576000000,2021-12-04 06:00:00
655,ANYUSDT,ANY/USDT,1638144000000,1638576000000,2021-12-04 06:00:00
656,BICOBUSD,BICO/BUSD,1638748800000,1639008000000,2021-12-09 06:00:00
657,BICOUSDT,BICO/USDT,1638748800000,1639008000000,2021-12-09 06:00:00
658,FLUXBUSD,FLUX/BUSD,1638748800000,1639094400000,2021-12-10 06:00:00
659,FLUXUSDT,FLUX/USDT,1638748800000,1639094400000,2021-12-10 06:00:00
660,FXSUSDT,FXS/USDT,1638748800000,1639094400000,2021-12-10 09:00:00
661,REQBUSD,REQ/BUSD,1638748800000,1639094400000,2021-12-10 09:00:00
662,VOXELBUSD,VOXEL/BUSD,1639353600000,1639440000000,2021-12-14 12:00:00
663,VOXELUSDT,VOXEL/USDT,1639353600000,1639440000000,2021-12-14 12:00:00
664,COSBUSD,COS/BUSD,1639353600000,1639699200000,2021-12-17 09:00:00
665,CTXCBUSD,CTXC/BUSD,1639353600000,1639699200000,2021-12-17 09:00:00
666,HIGHBUSD,HIGH/BUSD,1639353600000,1639699200000,2021-12-17 07:00:00
667,HIGHUSDT,HIGH/USDT,1639353600000,1639699200000,2021-12-17 07:00:00
668,CVXBUSD,CVX/BUSD,1639958400000,1640217600000,2021-12-23 14:00:00
669,CVXUSDT,CVX/USDT,1639958400000,1640217600000,2021-12-23 14:00:00
670,PEOPLEBUSD,PEOPLE/BUSD,1639958400000,1640217600000,2021-12-23 06:00:00
671,PEOPLEUSDT,PEOPLE/USDT,1639958400000,1640217600000,2021-12-23 06:00:00
672,OOKIBUSD,OOKI/BUSD,1639958400000,1640304000000,2021-12-24 04:00:00
673,OOKIUSDT,OOKI/USDT,1639958400000,1640304000000,2021-12-24 04:00:00
674,MDTBUSD,MDT/BUSD,1639958400000,1640304000000,2021-12-24 09:00:00
675,NULSBUSD,NULS/BUSD,1639958400000,1640304000000,2021-12-24 09:00:00
676,SPELLUSDT,SPELL/USDT,1639958400000,1640304000000,2021-12-24 08:00:00
677,SPELLBUSD,SPELL/BUSD,1639958400000,1640304000000,2021-12-24 08:00:00
678,USTBUSD,UST/BUSD,1639958400000,1640304000000,2021-12-24 08:00:00
679,USTUSDT,UST/USDT,1639958400000,1640304000000,2021-12-24 08:00:00
680,JOEBUSD,JOE/BUSD,1640563200000,1640649600000,2021-12-28 11:00:00
681,JOEUSDT,JOE/USDT,1640563200000,1640649600000,2021-12-28 11:00:00
682,DUSKBUSD,DUSK/BUSD,1641168000000,1641340800000,2022-01-05 09:00:00
683,ACHBUSD,ACH/BUSD,1641772800000,1641772800000,2022-01-10 10:00:00
684,ACHUSDT,ACH/USDT,1641772800000,1641772800000,2022-01-10 10:00:00
685,IMXBUSD,IMX/BUSD,1641772800000,1641772800000,2022-01-10 10:00:00
686,IMXUSDT,IMX/USDT,1641772800000,1641772800000,2022-01-10 10:00:00
687,GLMRBUSD,GLMR/BUSD,1641772800000,1641859200000,2022-01-11 16:00:00
688,GLMRUSDT,GLMR/USDT,1641772800000,1641859200000,2022-01-11 16:00:00
689,UMABUSD,UMA/BUSD,1641772800000,1642118400000,2022-01-14 09:00:00
690,LOKABUSD,LOKA/BUSD,1642377600000,1642636800000,2022-01-20 12:00:00
691,LOKAUSDT,LOKA/USDT,1642377600000,1642636800000,2022-01-20 12:00:00
692,SCRTUSDT,SCRT/USDT,1642377600000,1642723200000,2022-01-21 12:00:00
693,API3BUSD,API3/BUSD,1642377600000,1642723200000,2022-01-21 10:30:00
694,API3USDT,API3/USDT,1642377600000,1642723200000,2022-01-21 10:30:00
695,BTTCUSDT,BTTC/USDT,1642982400000,1643068800000,2022-01-25 04:00:00
696,ACABUSD,ACA/BUSD,1642982400000,1643068800000,2022-01-25 12:00:00
697,ACAUSDT,ACA/USDT,1642982400000,1643068800000,2022-01-25 12:00:00
698,ANCBUSD,ANC/BUSD,1642982400000,1643068800000,2022-01-25 11:00:00
699,ANCUSDT,ANC/USDT,1642982400000,1643068800000,2022-01-25 11:00:00
700,XNOBUSD,XNO/BUSD,1642982400000,1643328000000,2022-01-28 08:00:00
701,XNOUSDT,XNO/USDT,1642982400000,1643328000000,2022-01-28 08:00:00
702,WOOBUSD,WOO/BUSD,1644192000000,1644278400000,2022-02-08 06:30:00
703,WOOUSDT,WOO/USDT,1644192000000,1644278400000,2022-02-08 06:30:00
704,TFUELBUSD,TFUEL/BUSD,1644192000000,1644451200000,2022-02-10 09:00:00
705,ALPINEUSDT,ALPINE/USDT,1645401600000,1645401600000,2022-02-21 12:00:00
706,TUSDT,T/USDT,1645401600000,1645747200000,2022-02-25 04:00:00
707,TBUSD,T/BUSD,1645401600000,1645747200000,2022-02-25 04:00:00
708,ASTRBUSD,ASTR/BUSD,1646006400000,1646006400000,2022-02-28 11:30:00
709,ASTRUSDT,ASTR/USDT,1646006400000,1646006400000,2022-02-28 11:30:00
710,NBTUSDT,NBT/USDT,1646611200000,1646956800000,2022-03-11 06:00:00
711,GMTBUSD,GMT/BUSD,1646611200000,1646784000000,2022-03-09 12:00:00
712,GMTUSDT,GMT/USDT,1646611200000,1646784000000,2022-03-09 12:00:00
713,KDABUSD,KDA/BUSD,1646611200000,1646956800000,2022-03-11 11:30:00
714,KDAUSDT,KDA/USDT,1646611200000,1646956800000,2022-03-11 11:30:00
715,APEUSDT,APE/USDT,1647216000000,1647475200000,2022-03-17 14:30:00
716,APEBUSD,APE/BUSD,1647216000000,1647475200000,2022-03-17 14:30:00
717,ALPINEBUSD,ALPINE/BUSD,1647216000000,1647561600000,2022-03-18 10:00:00
718,BSWUSDT,BSW/USDT,1647820800000,1647820800000,2022-03-21 13:30:00
719,BSWBUSD,BSW/BUSD,1647820800000,1647820800000,2022-03-21 13:30:00
720,SANTOSBUSD,SANTOS/BUSD,1647820800000,1648166400000,2022-03-25 13:00:00
721,BIFIUSDT,BIFI/USDT,1648425600000,1648771200000,2022-04-01 09:00:00
722,MULTIBUSD,MULTI/BUSD,1649030400000,1649203200000,2022-04-06 04:00:00
723,MULTIUSDT,MULTI/USDT,1649030400000,1649203200000,2022-04-06 04:00:00
724,PORTOBUSD,PORTO/BUSD,1650240000000,1650585600000,2022-04-22 10:00:00
725,STEEMUSDT,STEEM/USDT,1650240000000,1650585600000,2022-04-22 10:00:00
726,BTTCBUSD,BTTC/BUSD,1650844800000,1651190400000,2022-04-29 11:00:00
727,MBLBUSD,MBL/BUSD,1650844800000,1651190400000,2022-04-29 11:00:00
728,MOBUSDT,MOB/USDT,1650844800000,1651190400000,2022-04-29 10:00:00
729,MOBBUSD,MOB/BUSD,1650844800000,1651190400000,2022-04-29 10:00:00
730,NEXOUSDT,NEXO/USDT,1650844800000,1651190400000,2022-04-29 14:00:00
731,NEXOBUSD,NEXO/BUSD,1650844800000,1651190400000,2022-04-29 14:00:00
732,REIUSDT,REI/USDT,1651449600000,1651622400000,2022-05-04 04:00:00
733,GALUSDT,GAL/USDT,1651449600000,1651708800000,2022-05-05 12:00:00
734,GALBUSD,GAL/BUSD,1651449600000,1651708800000,2022-05-05 12:00:00
735,LDOBUSD,LDO/BUSD,1652054400000,1652054400000,2022-05-09 11:00:00
736,LDOUSDT,LDO/USDT,1652054400000,1652054400000,2022-05-09 11:00:00
737,EPXUSDT,EPX/USDT,1653264000000,1653264000000,2022-05-23 04:00:00
738,EPXBUSD,EPX/BUSD,1653264000000,1653264000000,2022-05-23 04:00:00
739,STEEMBUSD,STEEM/BUSD,1653264000000,1653609600000,2022-05-27 12:00:00
740,CVCBUSD,CVC/BUSD,1653264000000,1653609600000,2022-05-27 12:00:00
741,REIBUSD,REI/BUSD,1653264000000,1653609600000,2022-05-27 12:00:00
742,DREPBUSD,DREP/BUSD,1653264000000,1653609600000,2022-05-27 12:00:00
743,AKROBUSD,AKRO/BUSD,1653264000000,1653609600000,2022-05-27 12:00:00
744,PUNDIXBUSD,PUNDIX/BUSD,1653264000000,1653609600000,2022-05-27 12:00:00
745,LUNCBUSD,LUNC/BUSD,1653868800000,1653868800000,2022-05-30 09:30:00
746,USTCBUSD,USTC/BUSD,1653868800000,1653868800000,2022-05-30 09:30:00
747,OPBUSD,OP/BUSD,1653868800000,1654041600000,2022-06-01 08:00:00
748,OPUSDT,OP/USDT,1653868800000,1654041600000,2022-06-01 08:00:00
749,OGBUSD,OG/BUSD,1653868800000,1654128000000,2022-06-02 10:00:00
750,KEYBUSD,KEY/BUSD,1653868800000,1654128000000,2022-06-02 10:00:00
751,ASRBUSD,ASR/BUSD,1653868800000,1654128000000,2022-06-02 10:00:00
752,FIROBUSD,FIRO/BUSD,1655078400000,1655424000000,2022-06-17 10:00:00
753,NKNBUSD,NKN/BUSD,1655078400000,1655424000000,2022-06-17 10:00:00
754,GTOBUSD,GTO/BUSD,1655683200000,1656028800000,2022-06-24 10:00:00
755,WBTCBUSD,WBTC/BUSD,1655683200000,1656028800000,2022-06-24 10:00:00
756,LEVERUSDT,LEVER/USDT,1657497600000,1657670400000,2022-07-13 04:00:00
757,LEVERBUSD,LEVER/BUSD,1657497600000,1657670400000,2022-07-13 04:00:00
758,GLMBUSD,GLM/BUSD,1660521600000,1660867200000,2022-08-19 08:00:00
759,SSVBUSD,SSV/BUSD,1660521600000,1660867200000,2022-08-19 08:00:00
760,STGBUSD,STG/BUSD,1660521600000,1660867200000,2022-08-19 09:00:00
761,STGUSDT,STG/USDT,1660521600000,1660867200000,2022-08-19 09:00:00
762,ARKBUSD,ARK/BUSD,1661126400000,1661472000000,2022-08-26 08:00:00
763,BETHBUSD,BETH/BUSD,1661126400000,1661472000000,2022-08-26 08:00:00
764,LOOMBUSD,LOOM/BUSD,1661126400000,1661472000000,2022-08-26 08:00:00
765,SNMBUSD,SNM/BUSD,1661126400000,1661472000000,2022-08-26 08:00:00
766,AMBBUSD,AMB/BUSD,1662336000000,1662681600000,2022-09-09 08:00:00
767,LUNCUSDT,LUNC/USDT,1662336000000,1662681600000,2022-09-09 08:00:00
768,PHBBUSD,PHB/BUSD,1662336000000,1662681600000,2022-09-09 08:00:00
769,GASBUSD,GAS/BUSD,1662940800000,1663286400000,2022-09-16 08:00:00
770,NEBLBUSD,NEBL/BUSD,1662940800000,1663286400000,2022-09-16 08:00:00
771,PROSBUSD,PROS/BUSD,1662940800000,1663286400000,2022-09-16 08:00:00
772,VIBBUSD,VIB/BUSD,1662940800000,1663286400000,2022-09-16 08:00:00
773,GMXBUSD,GMX/BUSD,1664755200000,1664928000000,2022-10-05 10:00:00
774,GMXUSDT,GMX/USDT,1664755200000,1664928000000,2022-10-05 10:00:00
775,AGIXBUSD,AGIX/BUSD,1665360000000,1665705600000,2022-10-14 08:00:00
776,NEBLUSDT,NEBL/USDT,1665360000000,1665705600000,2022-10-14 08:00:00
777,SNTBUSD,SNT/BUSD,1665360000000,1665705600000,2022-10-14 08:00:00
778,POLYXBUSD,POLYX/BUSD,1665964800000,1665964800000,2022-10-17 08:00:00
779,POLYXUSDT,POLYX/USDT,1665964800000,1665964800000,2022-10-17 08:00:00
780,APTUSDT,APT/USDT,1665964800000,1666137600000,2022-10-19 01:00:00
781,APTBUSD,APT/BUSD,1665964800000,1666137600000,2022-10-19 01:00:00
782,QKCBUSD,QKC/BUSD,1666569600000,1666915200000,2022-10-28 12:00:00
783,OSMOUSDT,OSMO/USDT,1666569600000,1666915200000,2022-10-28 10:00:00
784,OSMOBUSD,OSMO/BUSD,1666569600000,1666915200000,2022-10-28 10:00:00
785,HFTBUSD,HFT/BUSD,1667779200000,1667779200000,2022-11-07 13:00:00
786,HFTUSDT,HFT/USDT,1667779200000,1667779200000,2022-11-07 13:00:00
787,PHBUSDT,PHB/USDT,1668384000000,1668729600000,2022-11-18 09:00:00
788,VITEBUSD,VITE/BUSD,1668384000000,1668729600000,2022-11-18 09:00:00
789,HOOKUSDT,HOOK/USDT,1669593600000,1669852800000,2022-12-01 14:30:00
790,HOOKBUSD,HOOK/BUSD,1669593600000,1669852800000,2022-12-01 14:30:00
791,MAGICBUSD,MAGIC/BUSD,1670803200000,1670803200000,2022-12-12 08:00:00
792,MAGICUSDT,MAGIC/USDT,1670803200000,1670803200000,2022-12-12 08:00:00
793,HIFIUSDT,HIFI/USDT,1673222400000,1673481600000,2023-01-12 08:00:00
794,RPLBUSD,RPL/BUSD,1673827200000,1674000000000,2023-01-18 08:00:00
795,RPLUSDT,RPL/USDT,1673827200000,1674000000000,2023-01-18 08:00:00
796,PROSUSDT,PROS/USDT,1674432000000,1674777600000,2023-01-27 08:00:00
797,GFTBUSD,GFT/BUSD,1675641600000,1675814400000,2023-02-08 08:00:00
798,AGIXUSDT,AGIX/USDT,1676246400000,1676592000000,2023-02-17 08:00:00
799,GNSUSDT,GNS/USDT,1676246400000,1676592000000,2023-02-17 11:30:00
800,SYNUSDT,SYN/USDT,1676851200000,1677024000000,2023-02-22 10:30:00
801,VIBUSDT,VIB/USDT,1676851200000,1677196800000,2023-02-24 08:00:00
802,SSVUSDT,SSV/USDT,1676851200000,1677196800000,2023-02-24 08:00:00
803,LQTYUSDT,LQTY/USDT,1677456000000,1677542400000,2023-02-28 11:00:00
804,AMBUSDT,AMB/USDT,1677456000000,1677801600000,2023-03-03 08:00:00
805,BETHUSDT,BETH/USDT,1677456000000,1677801600000,2023-03-03 08:00:00
806,USTCUSDT,USTC/USDT,1678060800000,1678406400000,2023-03-10 08:00:00
807,GASUSDT,GAS/USDT,1678665600000,1679011200000,2023-03-17 08:00:00
808,GLMUSDT,GLM/USDT,1678665600000,1679011200000,2023-03-17 08:00:00
809,PROMUSDT,PROM/USDT,1678665600000,1679011200000,2023-03-17 08:00:00
810,QKCUSDT,QKC/USDT,1678665600000,1679011200000,2023-03-17 08:00:00
811,UFTUSDT,UFT/USDT,1678665600000,1679011200000,2023-03-17 08:00:00
